lv1_code,inventory.1.inventory_source,inventory.1.sku,inventory.1.qty,inventory.1.stock_availability,inventory.1.style,inventory.1.available_qty
1519CCT01_purple_md,CO,1519CCT01_purple_md,4,in_stock,dynamic,4
1519CCT01_purple_lg,CO,1519CCT01_purple_lg,23,in_stock,dynamic,23
2173SFA01_blue_sm,CO,2173SFA01_blue_sm,2,in_stock,dynamic,2
2173SFA01_blue_md,CO,2173SFA01_blue_md,5,in_stock,dynamic,5
2173SFA01_blue_lg,CO,2173SFA01_blue_lg,4,in_stock,dynamic,4
2174SLT01_blue_sm,CO,2174SLT01_blue_sm,7,in_stock,dynamic,7
2174SLT01_blue_md,CO,2174SLT01_blue_md,9,in_stock,dynamic,9
2174SLT01_blue_lg,CO,2174SLT01_blue_lg,15,in_stock,dynamic,15
2174SLT01_blue_xl,CO,2174SLT01_blue_xl,20,in_stock,dynamic,20
2175SFA01_white_sm,CO,2175SFA01_white_sm,10,in_stock,dynamic,10
2175SFA01_white_md,CO,2175SFA01_white_md,9,in_stock,dynamic,9
2175SFA01_white_lg,CO,2175SFA01_white_lg,6,in_stock,dynamic,6
2175SFA01_white_xl,CO,2175SFA01_white_xl,4,in_stock,dynamic,4
2176SRA01_black_sm,CO,2176SRA01_black_sm,7,in_stock,dynamic,7
2176SRA01_black_md,CO,2176SRA01_black_md,11,in_stock,dynamic,11
2176SRA01_black_lg,CO,2176SRA01_black_lg,22,in_stock,dynamic,22
2176SRA01_black_xl,CO,2176SRA01_black_xl,3,in_stock,dynamic,3
2177SFA01_blue_sm,CO,2177SFA01_blue_sm,8,in_stock,dynamic,8
2177SFA01_blue_md,CO,2177SFA01_blue_md,12,in_stock,dynamic,12
2177SFA01_blue_lg,CO,2177SFA01_blue_lg,8,in_stock,dynamic,8
2177SFA01_blue_xl,CO,2177SFA01_blue_xl,5,in_stock,dynamic,5
2178SUN01_blue_sm,CO,2178SUN01_blue_sm,4,in_stock,dynamic,4
2178SUN01_blue_md,CO,2178SUN01_blue_md,23,in_stock,dynamic,23
2178SUN01_blue_lg,CO,2178SUN01_blue_lg,2,in_stock,dynamic,2
2178SUN01_blue_xl,CO,2178SUN01_blue_xl,5,in_stock,dynamic,5
2179SSE01_blue_sm,CO,2179SSE01_blue_sm,4,in_stock,dynamic,4
2179SSE01_blue_md,CO,2179SSE01_blue_md,7,in_stock,dynamic,7
2179SSE01_blue_lg,CO,2179SSE01_blue_lg,9,in_stock,dynamic,9
2179SSE01_blue_xl,CO,2179SSE01_blue_xl,15,in_stock,dynamic,15
2180SFT01_blue_sm,CO,2180SFT01_blue_sm,20,in_stock,dynamic,20
2180SFT01_blue_md,CO,2180SFT01_blue_md,10,in_stock,dynamic,10
2180SFT01_blue_lg,CO,2180SFT01_blue_lg,9,in_stock,dynamic,9
2180SFT01_blue_xl,CO,2180SFT01_blue_xl,6,in_stock,dynamic,6
2181SBA01_blue_sm,CO,2181SBA01_blue_sm,4,in_stock,dynamic,4
2181SBA01_blue_md,CO,2181SBA01_blue_md,7,in_stock,dynamic,7
2181SBA01_blue_lg,CO,2181SBA01_blue_lg,11,in_stock,dynamic,11
2181SBA01_blue_xl,CO,2181SBA01_blue_xl,22,in_stock,dynamic,22
2183SCT01_orange_sm,CO,2183SCT01_orange_sm,3,in_stock,dynamic,3
2183SCT01_orange_md,CO,2183SCT01_orange_md,8,in_stock,dynamic,8
2183SCT01_orange_lg,CO,2183SCT01_orange_lg,12,in_stock,dynamic,12
2183SCT01_orange_xl,CO,2183SCT01_orange_xl,8,in_stock,dynamic,8
2184SBA01_orange_sm,CO,2184SBA01_orange_sm,5,in_stock,dynamic,5
2184SBA01_orange_md,CO,2184SBA01_orange_md,4,in_stock,dynamic,4
2184SBA01_orange_lg,CO,2184SBA01_orange_lg,23,in_stock,dynamic,23
2184SBA01_orange_xl,CO,2184SBA01_orange_xl,2,in_stock,dynamic,2
2186SSP01_orange_sm,CO,2186SSP01_orange_sm,5,in_stock,dynamic,5
2186SSP01_orange_md,CO,2186SSP01_orange_md,4,in_stock,dynamic,4
2186SSP01_orange_lg,CO,2186SSP01_orange_lg,7,in_stock,dynamic,7
2187SSF01_orange_sm,CO,2187SSF01_orange_sm,9,in_stock,dynamic,9
2187SSF01_orange_md,CO,2187SSF01_orange_md,15,in_stock,dynamic,15
2187SSF01_orange_lg,CO,2187SSF01_orange_lg,20,in_stock,dynamic,20
2187SSF01_orange_xl,CO,2187SSF01_orange_xl,10,in_stock,dynamic,10
3008SCC02_brown_sm,CO,3008SCC02_brown_sm,9,in_stock,dynamic,9
3008SCC02_brown_md,CO,3008SCC02_brown_md,6,in_stock,dynamic,6
3008SCC02_brown_lg,CO,3008SCC02_brown_lg,4,in_stock,dynamic,4
3008SCC02_brown_xl,CO,3008SCC02_brown_xl,7,in_stock,dynamic,7
3011SHN01_pink_sm,CO,3011SHN01_pink_sm,11,in_stock,dynamic,11
3011SHN01_pink_md,CO,3011SHN01_pink_md,22,in_stock,dynamic,22
3011SHN01_pink_lg,CO,3011SHN01_pink_lg,3,in_stock,dynamic,3
3011SHN01_pink_xl,CO,3011SHN01_pink_xl,8,in_stock,dynamic,8
3012SFH05_blue_sm,CO,3012SFH05_blue_sm,12,in_stock,dynamic,12
3012SFH05_blue_md,CO,3012SFH05_blue_md,8,in_stock,dynamic,8
3012SFH05_blue_lg,CO,3012SFH05_blue_lg,5,in_stock,dynamic,5
3042SFH02_red_sm,CO,3042SFH02_red_sm,4,in_stock,dynamic,4
3042SFH02_red_md,CO,3042SFH02_red_md,23,in_stock,dynamic,23
3042SFH02_red_lg,CO,3042SFH02_red_lg,2,in_stock,dynamic,2
3042SFH02_red_xl,CO,3042SFH02_red_xl,5,in_stock,dynamic,5
3042SFH03_purple_sm,CO,3042SFH03_purple_sm,4,in_stock,dynamic,4
3042SFH03_purple_md,CO,3042SFH03_purple_md,7,in_stock,dynamic,7
3042SFH03_purple_lg,CO,3042SFH03_purple_lg,9,in_stock,dynamic,9
3042SFH03_purple_xl,CO,3042SFH03_purple_xl,15,in_stock,dynamic,15
3045SFT04_pink_sm,CO,3045SFT04_pink_sm,20,in_stock,dynamic,20
3045SFT04_pink_md,CO,3045SFT04_pink_md,10,in_stock,dynamic,10
3045SFT04_pink_lg,CO,3045SFT04_pink_lg,9,in_stock,dynamic,9
3045SFT04_pink_xl,CO,3045SFT04_pink_xl,6,in_stock,dynamic,6
3048SUN04_blue_sm,CO,3048SUN04_blue_sm,4,in_stock,dynamic,4
3048SUN04_blue_md,CO,3048SUN04_blue_md,7,in_stock,dynamic,7
3048SUN04_blue_lg,CO,3048SUN04_blue_lg,11,in_stock,dynamic,11
3048SUN04_blue_xl,CO,3048SUN04_blue_xl,22,in_stock,dynamic,22
3053SFA05_blue_sm,CO,3053SFA05_blue_sm,3,in_stock,dynamic,3
3053SFA05_blue_md,CO,3053SFA05_blue_md,8,in_stock,dynamic,8
3053SFA05_blue_lg,CO,3053SFA05_blue_lg,12,in_stock,dynamic,12
3053SFA05_blue_xl,CO,3053SFA05_blue_xl,8,in_stock,dynamic,8
3054SFA03_blue_sm,CO,3054SFA03_blue_sm,5,in_stock,dynamic,5
3054SFA03_blue_md,CO,3054SFA03_blue_md,4,in_stock,dynamic,4
3054SFA03_blue_lg,CO,3054SFA03_blue_lg,23,in_stock,dynamic,23
3054SFA03_blue_xl,CO,3054SFA03_blue_xl,2,in_stock,dynamic,2
3063SBR01_white_sm,CO,3063SBR01_white_sm,5,in_stock,dynamic,5
3063SBR01_white_md,CO,3063SBR01_white_md,4,in_stock,dynamic,4
3063SBR01_white_lg,CO,3063SBR01_white_lg,7,in_stock,dynamic,7
3063SBR01_white_xl,CO,3063SBR01_white_xl,9,in_stock,dynamic,9
3063SBR02_orange_sm,CO,3063SBR02_orange_sm,15,in_stock,dynamic,15
3063SBR02_orange_md,CO,3063SBR02_orange_md,20,in_stock,dynamic,20
3063SBR02_orange_lg,CO,3063SBR02_orange_lg,10,in_stock,dynamic,10
3066SUN01_black_sm,CO,3066SUN01_black_sm,9,in_stock,dynamic,9
3066SUN01_black_md,CO,3066SUN01_black_md,6,in_stock,dynamic,6
3066SUN01_black_lg,CO,3066SUN01_black_lg,4,in_stock,dynamic,4
3066SUN01_black_xl,CO,3066SUN01_black_xl,7,in_stock,dynamic,7
3068SSP01_black_sm,CO,3068SSP01_black_sm,11,in_stock,dynamic,11
3068SSP01_black_md,CO,3068SSP01_black_md,22,in_stock,dynamic,22
3068SSP01_black_lg,CO,3068SSP01_black_lg,3,in_stock,dynamic,3
3068SSP01_black_xl,CO,3068SSP01_black_xl,8,in_stock,dynamic,8
3068SSP02_orange_sm,CO,3068SSP02_orange_sm,12,in_stock,dynamic,12
3068SSP02_orange_md,CO,3068SSP02_orange_md,8,in_stock,dynamic,8
3068SSP02_orange_lg,CO,3068SSP02_orange_lg,5,in_stock,dynamic,5
3068SSP02_orange_xl,CO,3068SSP02_orange_xl,4,in_stock,dynamic,4
3069SSE01_orange_sm,CO,3069SSE01_orange_sm,23,in_stock,dynamic,23
3069SSE01_orange_md,CO,3069SSE01_orange_md,2,in_stock,dynamic,2
3069SSE01_orange_lg,CO,3069SSE01_orange_lg,5,in_stock,dynamic,5
3069SSE01_orange_xl,CO,3069SSE01_orange_xl,4,in_stock,dynamic,4
3070SBR01_purple_sm,CO,3070SBR01_purple_sm,7,in_stock,dynamic,7
3070SBR01_purple_md,CO,3070SBR01_purple_md,9,in_stock,dynamic,9
3070SBR01_purple_lg,CO,3070SBR01_purple_lg,15,in_stock,dynamic,15
3070SBR01_purple_xl,CO,3070SBR01_purple_xl,20,in_stock,dynamic,20
1520SFH03_brown_sm,CO,1520SFH03_brown_sm,10,in_stock,dynamic,10
1520SFH03_brown_md,CO,1520SFH03_brown_md,9,in_stock,dynamic,9
1520SFH03_brown_lg,CO,1520SFH03_brown_lg,6,in_stock,dynamic,6
1520SFH03_brown_xl,CO,1520SFH03_brown_xl,4,in_stock,dynamic,4
1932SFT04_black_sm,CO,1932SFT04_black_sm,7,in_stock,dynamic,7
1932SFT04_black_md,CO,1932SFT04_black_md,11,in_stock,dynamic,11
1932SFT04_black_lg,CO,1932SFT04_black_lg,22,in_stock,dynamic,22
1932SFT04_black_xl,CO,1932SFT04_black_xl,3,in_stock,dynamic,3
1932SFT05_orange_sm,CO,1932SFT05_orange_sm,8,in_stock,dynamic,8
1932SFT05_orange_md,CO,1932SFT05_orange_md,12,in_stock,dynamic,12
1932SFT05_orange_lg,CO,1932SFT05_orange_lg,8,in_stock,dynamic,8
1932SFT05_orange_xl,CO,1932SFT05_orange_xl,5,in_stock,dynamic,5
2021SFA04_orange_sm,CO,2021SFA04_orange_sm,4,in_stock,dynamic,4
2021SFA04_orange_md,CO,2021SFA04_orange_md,23,in_stock,dynamic,23
2021SFA04_orange_lg,CO,2021SFA04_orange_lg,2,in_stock,dynamic,2
2033SUN04_black_sm,CO,2033SUN04_black_sm,5,in_stock,dynamic,5
2033SUN04_black_md,CO,2033SUN04_black_md,4,in_stock,dynamic,4
2033SUN04_black_lg,CO,2033SUN04_black_lg,7,in_stock,dynamic,7
2047SHN03_red_sm,CO,2047SHN03_red_sm,9,in_stock,dynamic,9
2047SHN03_red_md,CO,2047SHN03_red_md,15,in_stock,dynamic,15
2047SHN03_red_lg,CO,2047SHN03_red_lg,20,in_stock,dynamic,20
2047SHN03_red_xl,CO,2047SHN03_red_xl,10,in_stock,dynamic,10
2050SSE01_black_sm,CO,2050SSE01_black_sm,9,in_stock,dynamic,9
2050SSE01_black_md,CO,2050SSE01_black_md,6,in_stock,dynamic,6
2050SSE01_black_lg,CO,2050SSE01_black_lg,4,in_stock,dynamic,4
2050SSE01_black_xl,CO,2050SSE01_black_xl,7,in_stock,dynamic,7
2112SFA02_blue_sm,CO,2112SFA02_blue_sm,11,in_stock,dynamic,11
2112SFA02_blue_md,CO,2112SFA02_blue_md,22,in_stock,dynamic,22
2112SFA02_blue_lg,CO,2112SFA02_blue_lg,3,in_stock,dynamic,3
2112SFA02_blue_xl,CO,2112SFA02_blue_xl,8,in_stock,dynamic,8
2131SUN02_red_sm,CO,2131SUN02_red_sm,12,in_stock,dynamic,12
2131SUN02_red_md,CO,2131SUN02_red_md,8,in_stock,dynamic,8
2131SUN02_red_lg,CO,2131SUN02_red_lg,5,in_stock,dynamic,5
2131SUN02_red_xl,CO,2131SUN02_red_xl,4,in_stock,dynamic,4
2131SUN03_orange_sm,CO,2131SUN03_orange_sm,23,in_stock,dynamic,23
2131SUN03_orange_md,CO,2131SUN03_orange_md,2,in_stock,dynamic,2
2131SUN03_orange_lg,CO,2131SUN03_orange_lg,5,in_stock,dynamic,5
2131SUN03_orange_xl,CO,2131SUN03_orange_xl,4,in_stock,dynamic,4
2135SSF03_red_sm,CO,2135SSF03_red_sm,7,in_stock,dynamic,7
2135SSF03_red_md,CO,2135SSF03_red_md,9,in_stock,dynamic,9
2135SSF03_red_lg,CO,2135SSF03_red_lg,15,in_stock,dynamic,15
2135SSF03_red_xl,CO,2135SSF03_red_xl,20,in_stock,dynamic,20
2153SUN02_pink_sm,CO,2153SUN02_pink_sm,10,in_stock,dynamic,10
2153SUN02_pink_md,CO,2153SUN02_pink_md,9,in_stock,dynamic,9
2153SUN02_pink_lg,CO,2153SUN02_pink_lg,6,in_stock,dynamic,6
2153SUN02_pink_xl,CO,2153SUN02_pink_xl,4,in_stock,dynamic,4
2161SFA02_blue_sm,CO,2161SFA02_blue_sm,7,in_stock,dynamic,7
2161SFA02_blue_md,CO,2161SFA02_blue_md,11,in_stock,dynamic,11
2161SFA02_blue_lg,CO,2161SFA02_blue_lg,22,in_stock,dynamic,22
2161SFA02_blue_xl,CO,2161SFA02_blue_xl,3,in_stock,dynamic,3
2162SFA02_blue_sm,CO,2162SFA02_blue_sm,8,in_stock,dynamic,8
2162SFA02_blue_md,CO,2162SFA02_blue_md,12,in_stock,dynamic,12
2162SFA02_blue_lg,CO,2162SFA02_blue_lg,8,in_stock,dynamic,8
2162SFA02_blue_xl,CO,2162SFA02_blue_xl,5,in_stock,dynamic,5
2164SRA02_blue_sm,CO,2164SRA02_blue_sm,4,in_stock,dynamic,4
2164SRA02_blue_md,CO,2164SRA02_blue_md,23,in_stock,dynamic,23
2164SRA02_blue_lg,CO,2164SRA02_blue_lg,2,in_stock,dynamic,2
2164SRA02_blue_xl,CO,2164SRA02_blue_xl,5,in_stock,dynamic,5
2167SFT01_red_sm,CO,2167SFT01_red_sm,4,in_stock,dynamic,4
2167SFT01_red_md,CO,2167SFT01_red_md,7,in_stock,dynamic,7
2167SFT01_red_lg,CO,2167SFT01_red_lg,9,in_stock,dynamic,9
2167SFT01_red_xl,CO,2167SFT01_red_xl,15,in_stock,dynamic,15
2169SBA01_red_sm,CO,2169SBA01_red_sm,20,in_stock,dynamic,20
2169SBA01_red_md,CO,2169SBA01_red_md,9,in_stock,dynamic,9
2169SBA01_red_lg,CO,2169SBA01_red_lg,7,in_stock,dynamic,7
2169SBA01_red_xl,CO,2169SBA01_red_xl,5,in_stock,dynamic,5
2170SSE01_red_sm,CO,2170SSE01_red_sm,2,in_stock,dynamic,2
2170SSE01_red_md,CO,2170SSE01_red_md,10,in_stock,dynamic,10
2170SSE01_red_lg,CO,2170SSE01_red_lg,9,in_stock,dynamic,9
2170SSE01_red_xl,CO,2170SSE01_red_xl,6,in_stock,dynamic,6
2171SFH01_brown_sm,CO,2171SFH01_brown_sm,4,in_stock,dynamic,4
2171SFH01_brown_md,CO,2171SFH01_brown_md,7,in_stock,dynamic,7
2171SFH01_brown_lg,CO,2171SFH01_brown_lg,11,in_stock,dynamic,11
2171SFH01_brown_xl,CO,2171SFH01_brown_xl,22,in_stock,dynamic,22
3047SFH03_red_sm,CO,3047SFH03_red_sm,3,in_stock,dynamic,3
3047SFH03_red_md,CO,3047SFH03_red_md,8,in_stock,dynamic,8
3047SFH03_red_lg,CO,3047SFH03_red_lg,12,in_stock,dynamic,12
3047SFH03_red_xl,CO,3047SFH03_red_xl,8,in_stock,dynamic,8
3059SFT02_red_sm,CO,3059SFT02_red_sm,5,in_stock,dynamic,5
3059SFT02_red_md,CO,3059SFT02_red_md,4,in_stock,dynamic,4
3059SFT02_red_lg,CO,3059SFT02_red_lg,23,in_stock,dynamic,23
3059SFT02_red_xl,CO,3059SFT02_red_xl,2,in_stock,dynamic,2
3060SFA03_brown_sm,CO,3060SFA03_brown_sm,5,in_stock,dynamic,5
3060SFA03_brown_md,CO,3060SFA03_brown_md,4,in_stock,dynamic,4
3060SFA03_brown_lg,CO,3060SFA03_brown_lg,7,in_stock,dynamic,7
3060SFA03_brown_xl,CO,3060SFA03_brown_xl,9,in_stock,dynamic,9
3061SSP01_brown_sm,CO,3061SSP01_brown_sm,15,in_stock,dynamic,15
3061SSP01_brown_md,CO,3061SSP01_brown_md,20,in_stock,dynamic,20
3061SSP01_brown_lg,CO,3061SSP01_brown_lg,10,in_stock,dynamic,10
3061SSP01_brown_xl,CO,3061SSP01_brown_xl,9,in_stock,dynamic,9
3062SBA01_red_sm,CO,3062SBA01_red_sm,6,in_stock,dynamic,6
3062SBA01_red_md,CO,3062SBA01_red_md,4,in_stock,dynamic,4
3062SBA01_red_lg,CO,3062SBA01_red_lg,7,in_stock,dynamic,7
3062SBA01_red_xl,CO,3062SBA01_red_xl,11,in_stock,dynamic,11
1483CCT02_red_sm,CO,1483CCT02_red_sm,22,in_stock,dynamic,22
1483CCT02_red_md,CO,1483CCT02_red_md,3,in_stock,dynamic,3
1483CCT02_red_lg,CO,1483CCT02_red_lg,8,in_stock,dynamic,8
1483CCT02_red_xl,CO,1483CCT02_red_xl,12,in_stock,dynamic,12
9086KST02_green_2_3k,CO,9086KST02_green_2_3k,8,in_stock,dynamic,8
9086KST02_green_4_6k,CO,9086KST02_green_4_6k,5,in_stock,dynamic,5
9086KST02_green_8_10k,CO,9086KST02_green_8_10k,4,in_stock,dynamic,4
