lv1_code,product_class_name,image.1.url,image.1.description,image.1.is_primary,image.1.tag_list,image.2.url,image.2.description,image.2.is_primary,image.2.tag_list,image.3.url,image.3.description,image.3.is_primary,image.3.tag_list,image.4.url,image.4.description,image.4.is_primary,image.4.tag_list,image.5.url,image.5.description,image.5.is_primary,image.5.tag_list,image.6.url,image.6.description,image.6.is_primary,image.6.tag_list,image.7.url,image.7.description,image.7.is_primary,image.7.tag_list,image.8.url,image.8.description,image.8.is_primary,image.8.tag_list
1038tsl02_verde,Colour,https://res.cloudinary.com/maaji/image/upload/v1525957312/Summer2018/1038TSL02_green_3.jpg,1038TSL_green_3,yes,hi-res,http://res.cloudinary.com/maaji/image/upload/v1525957315/Summer2018/1038TSL02_green_4.jpg,1038TSL02_green_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1372csh02_blanco,Colour,https://res.cloudinary.com/maaji/image/upload/v1524842146/Summer2018/1372CSH02_white_1.jpg,1372CSh02_white_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1524842149/Summer2018/1372CSH02_white_2.jpg,1372CSH02_white_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1422csd04_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525293620/Summer2018/1422CSD04_purple_3.jpg,1422CSD04_purple_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525293622/Summer2018/1422CSD04_purple_4.jpg,1422CSD04_purple_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1438csd05_rojo,Colour,https://res.cloudinary.com/maaji/image/upload/v1525293815/Summer2018/1438CSD05_red_3.jpg,1438CSd05_red_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525293817/Summer2018/1438CSD05_red_4.jpg,1438CSD04_red_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1442csh05_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525294039/Summer2018/1442CSH05_purple_1.jpg,1442CSH05_purple_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525294043/Summer2018/1442CSH05_purple_2.jpg,1442CSH05_purple_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1442csh06_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525294687/Summer2018/1442CSH06_blue_1.jpg,1442CSH06_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525294690/Summer2018/1442CSH06_blue_2.jpg,1442CSH06_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1446ckl01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525294890/Summer2018/1446CKL01_blue_1.jpg,1446CKL01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525294894/Summer2018/1446CKL01_blue_2.jpg,1446CKL01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1461csd03_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525295066/Summer2018/1461CSD03_blue_3.jpg,1461CSD03_blue_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295069/Summer2018/1461CSD03_blue_4.jpg,1461CSD03_blue_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1461csd04_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525295231/Summer2018/1461CSD04_purple_3.jpg,1461CSD04_purple_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295233/Summer2018/1461CSD04_purple_4.jpg,1461CSD04_purple_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1468cpa03_rojo,Colour,https://res.cloudinary.com/maaji/image/upload/v1525295359/Summer2018/1468CPA03_red_1.jpg,1468CPA03_red_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295361/Summer2018/1468CPA03_red_2.jpg,1468CPA03_red_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1469cks04_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525295715/Summer2018/1469CKS04_purple_1.jpg,1469CKS04_purple_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295718/Summer2018/1469CKS04_purple_2.jpg,1469CKS04_purple_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1471csd02_blanco,Colour,https://res.cloudinary.com/maaji/image/upload/v1525295995/Summer2018/1471CSD02_white_3.jpg,1471CSD02_white_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295997/Summer2018/1471CSD02_white_4.jpg,1471CSD02_white_4,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525295999/Summer2018/1471CSD02_white_7.jpg,1471CSD02_white_7,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525296001/Summer2018/1471CSD02_white_8.jpg,1471CSD02_white_8,no,hi-res,,,,,,,,,,,,,,,,
1477csd03_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525296227/Summer2018/1477CSD03_purple_3.jpg,1477CSD03_purple_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525296229/Summer2018/1477CSD03_purple_4.jpg,1477CSD03_purple_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1502csd01_rojo,Colour,https://res.cloudinary.com/maaji/image/upload/v1524759897/Summer2018/1502CSD01_red_3.jpg,1502CSD01_red_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1524759899/Summer2018/1502CSD01_red_4.jpg,1502CSD01_red_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1503csd01_rojo,Colour,https://res.cloudinary.com/maaji/image/upload/v1524759901/Summer2018/1503CSD01_red_3.jpg,1503CSD01_red_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1524759904/Summer2018/1503CSD01_red_4.jpg,1503CSD01_red_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1504cld01_rojo,Colour,https://res.cloudinary.com/maaji/image/upload/v1524778152/Summer2018/1504CLD01_red_3.jpg,1504CLD01_red_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1524778154/Summer2018/1504CLD01_red_4.jpg,1504CLD01_red_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1506csd01_verde,Colour,https://res.cloudinary.com/maaji/image/upload/v1525297021/Summer2018/1506CSD01_green_3.jpg,1506CSD01_green_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525297023/Summer2018/1506CSD01_green_4.jpg,1506CSD01_green_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1507cks01_verde,Colour,https://res.cloudinary.com/maaji/image/upload/v1525297917/Summer2018/1507CKS01_green_1.jpg,1507CKS01_green_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525297920/Summer2018/1507CKS01_green_2.jpg,1507CKS01_green_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1508cct01_verde,Colour,https://res.cloudinary.com/maaji/image/upload/v1525297922/Summer2018/1508CCT01_green_1.jpg,1508CCT01_green_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525297924/Summer2018/1508CCT01_green_2.jpg,1508CCT01_green_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1509ckl01_blanco,Colour,https://res.cloudinary.com/maaji/image/upload/v1525298085/Summer2018/1509CKL01_white_1.jpg,1509CKL01_white_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525298087/Summer2018/1509CKL01_white_2.jpg,1509CKL01_white_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525298237/Summer2018/1509CKL01_white_3.jpg,1509CKL01_white_3,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525298239/Summer2018/1509CKL01_white_4.jpg,1509CKL01_white_4,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525298241/Summer2018/1509CKL01_white_7.jpg,1509CKL01_white_7,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525298244/Summer2018/1509CKL01_white_8.jpg,1509CKL01_white_8,no,hi-res,,,,,,,,
1511cro01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525309402/Summer2018/1511CRO01_blue_3.jpg,1511CRO01_blue_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525309407/Summer2018/1511CRO01_blue_4.jpg,1511CRO01_blue_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1513cls01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525309602/Summer2018/1513CLS01_blue_3.jpg,1513CLS01_blue_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525309607/Summer2018/1513CLS01_blue_4.jpg,1513CLS01_blue_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1514csd01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1517603166/Summer2018/1514CSD01_blue_3.jpg,1514CSD01_blue_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1517603166/Summer2018/1514CSD01_blue_4.jpg,1514CSD01_blue_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1516cct01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1525311428/Summer2018/1516CCT01_blue_1.jpg,1516CCT01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311435/Summer2018/1516CCT01_blue_2.jpg,1516CCT01_blue_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311442/Summer2018/1516CCT01_blue_5.jpg,1516CCT01_blue_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311482/Summer2018/1516CCT01_blue_6.jpg,1516CCT01_blue_6,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311489/Summer2018/1516CCT01_blue_7.jpg,1516CCT01_blue_7,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311496/Summer2018/1516CCT01_blue_8.jpg,1516CCT01_blue_8,no,hi-res,,,,,,,,
1518csd01_vinotinto,Colour,https://res.cloudinary.com/maaji/image/upload/v1525311715/Summer2018/1518CSD01_wine_3.jpg,1518CSD01_wine_3,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525311720/Summer2018/1518CSD01_wine_4.jpg,1518CSD01_wine_4,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
1519cct01_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1525312559/Summer2018/1519CCT01_purple_1.jpg,1519CCT01_purple_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1525312567/Summer2018/1519CCT01_purple_2.jpg,1519CCT01_purple_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2173sfa01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527263641/Summer2018/2173SFA01_blue_1.jpg,2173SFA01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527263644/Summer2018/2173SFA01_blue_2.jpg,2173SFA01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2174slt01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527264597/Summer2018/2174SLT01_blue_1.jpg,2174SLT01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527264599/Summer2018/2174SLT01_blue_2.jpg,2174SLT01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2175sfa01_blanco,Colour,https://res.cloudinary.com/maaji/image/upload/v1527265032/Summer2018/2175SFA01_white_1.jpg,2175SFA01_white_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527265035/Summer2018/2175SFA01_white_2.jpg,2175SFA01_white_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2176sra01_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1527265350/Summer2018/2176SRA01_black_1.jpg,2176SRA01_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527265358/Summer2018/2176SRA01_black_2.jpg,2176SRA01_black_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2177sfa01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527265963/Summer2018/2177SFA01_blue_1.jpg,2177SFA01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527265966/Summer2018/2177SFA01_blue_2.jpg,2177SFA01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2178sun01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527266358/Summer2018/2178SUN01_blue_1.jpg,2178SUN01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527266360/Summer2018/2178SUN01_blue_2.jpg,2178SUN01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2179sse01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527517854/Summer2018/2179SSE01_blue_1.jpg,1279SSE01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527517855/Summer2018/2179SSE01_blue_2.jpg,2179SSE01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2180sft01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527598281/Summer2018/2180SFT01_blue_1.jpg,2180SFT01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527598282/Summer2018/2180SFT01_blue_2.jpg,2180SFT01_blue_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2181sba01_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527601901/Summer2018/2181SBA01_blue_1.jpg,2181SBA01_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527601902/Summer2018/2181SBA01_blue_2.jpg,2181SBA01_blue_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527601903/Summer2018/2181SBA01_blue_5.jpg,2181SBA01_blue_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527601904/Summer2018/2181SBA01_blue_6.jpg,2181SBA01_blue_6,no,hi-res,,,,,,,,,,,,,,,,
2183sct01_anaranjado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527603706/Summer2018/2183SCT01_orange_1.jpg,2183SCT01_orange_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527603707/Summer2018/2183SCT01_orange_2.jpg,2183SCT01_orange_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
2184sba01_anaranjado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527605291/Summer2018/2184SBA01_orange_1.jpg,2184SBA01_orange_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527605292/Summer2018/2184SBA01_orange_2.jpg,2184SBA01_orange_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527605294/Summer2018/2184SBA01_orange_5.jpg,2184SBA01_orange_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527605294/Summer2018/2184SBA01_orange_6.jpg,2184SBA01_orange_6,no,hi-res,,,,,,,,,,,,,,,,
2186ssp01_anaranjado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527606702/Summer2018/2186SSP01_orange_1.jpg,2186SSP01_orange_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527606703/Summer2018/2186SSP01_orange_2.jpg,2186SSP01_orange_2,no,hi-res,,,,,,,,,,,,,,,,,,,,,,,,
3011shn01_rosado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527628117/Summer2018/3011SHN01_pink_1.jpg,3011SHN01_pink_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527628118/Summer2018/3011SHN01_pink_2.jpg,3011SHN01_pink_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527628118/Summer2018/3011SHN01_pink_5.jpg,3011SHN01_pink_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527628119/Summer2018/3011SHN01_pink_6.jpg,3011SHN01_pink_6,no,hi-res,,,,,,,,,,,,,,,,
3012sfh05_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527629952/Summer2018/3012SFH05_blue_1.jpg,3012SFH05_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527629953/Summer2018/3012SFH05_blue_2.jpg,3012SFH05_blue_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527629954/Summer2018/3012SFH05_blue_5.jpg,3012SFH05_blue_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527629955/Summer2018/3012SFH05_blue_6.jpg,3012SFH05_blue_6,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527629955/Summer2018/3012SFH05_blue_7.jpg,3012SFH05_blue_7,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527629956/Summer2018/3012SFH05_blue_8.jpg,3012SFH05_blue_8,no,hi-res,,,,,,,,
3042sfh02_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1527642061/Summer2018/3042SFH02_black_1.jpg,3042SFH02_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642061/Summer2018/3042SFH02_black_2.jpg,3042SFH02_black_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642062/Summer2018/3042SFH02_black_5.jpg,3042SFH02_black_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642064/Summer2018/3042SFH02_black_6.jpg,3042SFH02_black_6,no,hi-res,,,,,,,,,,,,,,,,
3042sfh03_morado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527642727/Summer2018/3042SFH03_purple_1.jpg,3042SFH03_purple_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642728/Summer2018/3042SFH03_purple_2.jpg,3042SFH03_purple_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642729/Summer2018/3042SFH03_purple_5.jpg,3042SFH03_purple_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527642730/Summer2018/3042SFH03_purple_6.jpg,3042SFH03_purple_6,no,hi-res,,,,,,,,,,,,,,,,
3045sft04_rosado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527862359/Summer2018/3045SFT04_pink_1.jpg,3045SFT04_pink_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527862360/Summer2018/3045SFT04_pink_2.jpg,3045SFT04_pink_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527862361/Summer2018/3045SFT04_pink_5.jpg,3045SFT04_pink_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527862362/Summer2018/3045SFT04_pink_6.jpg,3045SFT04_pink_6,no,hi-res,,,,,,,,,,,,,,,,
3048sun04_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527884679/Summer2018/3048SUN04_blue_1.jpg,3048SUN04_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527884680/Summer2018/3048SUN04_blue_2.jpg,3048SUN04_blue_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527884681/Summer2018/3048SUN04_blue_5.jpg,3048SUN04_blue_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527884682/Summer2018/3048SUN04_blue_6.jpg,3048SUN04_blue_6,no,hi-res,,,,,,,,,,,,,,,,
3053sfa05_azul,Colour,https://res.cloudinary.com/maaji/image/upload/v1527886364/Summer2018/3053SFA05_blue_1.jpg,3053SFA05_blue_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527886365/Summer2018/3053SFA05_blue_2.jpg,3053SFA05_blue_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527886366/Summer2018/3053SFA05_blue_5.jpg,3053SFA05_blue_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527886367/Summer2018/3053SFA05_blue_6.jpg,3053SFA05_blue_6,no,hi-res,,,,,,,,,,,,,,,,
3054sfa03_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1527887059/Summer2018/3054SFA03_black_1.jpg,3054SFA03_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527887060/Summer2018/3054SFA03_black_2.jpg,3054SFA03_black_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527887062/Summer2018/3054SFA03_black_5.jpg,3054SFA03_black_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527887063/Summer2018/3054SFA03_black_6.jpg,3054SFA03_black_6,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527887064/Summer2018/3054SFA03_black_7.jpg,3054SFA03_black_7,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527887065/Summer2018/3054SFA03_black_8.jpg,3054SFA03_black_8,no,hi-res,,,,,,,,
3063sbr01_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1527100924/Summer2018/3063SBR01_black_1.jpg,3063SBR01_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528038612/Summer2018/3063SBR01_black_2.jpg,3063SBR01_black_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528038619/Summer2018/3063SBR01_black_5.jpg,3063SBR01_black_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528038625/Summer2018/3063SBR01_black_6.jpg,3063SBR01_black_6,no,hi-res,,,,,,,,,,,,,,,,
3063sbr02_anaranjado,Colour,https://res.cloudinary.com/maaji/image/upload/v1527270886/Summer2018/3063SBR02_orange_1.jpg,3063SBR02_orange_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527270888/Summer2018/3063SBR02_orange_2.jpg,3063SBR02_orange_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527270891/Summer2018/3063SBR02_orange_5.jpg,3063SBR02_orange_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1527270893/Summer2018/3063SBR02_orange_6.jpg,3063SBR02_orange_6,no,hi-res,,,,,,,,,,,,,,,,
3066sun01_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1528039730/Summer2018/3066SUN01_black_1.jpg,3066SUN01_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528039735/Summer2018/3066SUN01_black_2.jpg,3066SUN01_black_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528039742/Summer2018/3066SUN01_black_5.jpg,3066SUN01_black_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528039748/Summer2018/3066SUN01_black_6.jpg,3066SUN01_black_6,no,hi-res,,,,,,,,,,,,,,,,
3068ssp01_negro,Colour,https://res.cloudinary.com/maaji/image/upload/v1528040773/Summer2018/3068SSP01_black_1.jpg,3068SSP01_black_1,yes,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528040779/Summer2018/3068SSP01_black_2.jpg,3068SSP01_black_2,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528040786/Summer2018/3068SSP01_black_5.jpg,3068SSP01_black_5,no,hi-res,https://res.cloudinary.com/maaji/image/upload/v1528040793/Summer2018/3068SSP01_black_6.jpg,3068SSP01_black_6,no,hi-res,,,,,,,,,,,,,,,,
