lv1_code,inventory.1.inventory_source,inventory.1.sku,inventory.1.qty,inventory.1.stock_availability,inventory.1.style,inventory.1.available_qty
2062SBC02_blue_lg,CO,2062SBC02_blue_lg,9,in_stock,dynamic,9
2062SDC02_blue_sm,CO,2062SDC02_blue_sm,12,in_stock,dynamic,12
2062SDC02_blue_md,CO,2062SDC02_blue_md,7,in_stock,dynamic,7
2062SDC02_blue_lg,CO,2062SDC02_blue_lg,6,in_stock,dynamic,6
2126SBC01_blue_sm,CO,2126SBC01_blue_sm,2,in_stock,dynamic,2
2126SBC01_blue_md,CO,2126SBC01_blue_md,4,in_stock,dynamic,4
2126SBC01_blue_lg,CO,2126SBC01_blue_lg,9,in_stock,dynamic,9
2126SDC01_blue_sm,CO,2126SDC01_blue_sm,2,in_stock,dynamic,2
2126SDC01_blue_md,CO,2126SDC01_blue_md,1,in_stock,dynamic,1
2126SDC01_blue_lg,CO,2126SDC01_blue_lg,10,in_stock,dynamic,10
2120SAC02_blue_sm,CO,2120SAC02_blue_sm,12,in_stock,dynamic,12
2120SAC02_blue_md,CO,2120SAC02_blue_md,8,in_stock,dynamic,8
2120SAC02_blue_lg,CO,2120SAC02_blue_lg,5,in_stock,dynamic,5
2120SBC02_blue_sm,CO,2120SBC02_blue_sm,3,in_stock,dynamic,3
2120SBC02_blue_md,CO,2120SBC02_blue_md,1,in_stock,dynamic,1
2120SBC02_blue_lg,CO,2120SBC02_blue_lg,8,in_stock,dynamic,8
3013SBC02_blue_sm,CO,3013SBC02_blue_sm,12,in_stock,dynamic,12
3013SBC02_blue_md,CO,3013SBC02_blue_md,10,in_stock,dynamic,10
3013SBC02_blue_lg,CO,3013SBC02_blue_lg,10,in_stock,dynamic,10
2043SBC01_blue_sm,CO,2043SBC01_blue_sm,9,in_stock,dynamic,9
2043SBC01_blue_md,CO,2043SBC01_blue_md,12,in_stock,dynamic,12
2043SBC01_blue_lg,CO,2043SBC01_blue_lg,7,in_stock,dynamic,7
2043SCC01_blue_sm,CO,2043SCC01_blue_sm,6,in_stock,dynamic,6
2043SCC01_blue_md,CO,2043SCC01_blue_md,2,in_stock,dynamic,2
2043SCC01_blue_lg,CO,2043SCC01_blue_lg,4,in_stock,dynamic,4
2111SOB01_purple_sm,CO,2111SOB01_purple_sm,9,in_stock,dynamic,9
2111SOB01_purple_md,CO,2111SOB01_purple_md,2,in_stock,dynamic,2
2111SOB01_purple_lg,CO,2111SOB01_purple_lg,1,in_stock,dynamic,1
2111SOC01_purple_sm,CO,2111SOC01_purple_sm,10,in_stock,dynamic,10
2111SOC01_purple_md,CO,2111SOC01_purple_md,12,in_stock,dynamic,12
2111SOC01_purple_lg,CO,2111SOC01_purple_lg,8,in_stock,dynamic,8
2122SOB01_blue_sm,CO,2122SOB01_blue_sm,5,in_stock,dynamic,5
2122SOB01_blue_md,CO,2122SOB01_blue_md,3,in_stock,dynamic,3
2122SOB01_blue_lg,CO,2122SOB01_blue_lg,1,in_stock,dynamic,1
2122SOC01_blue_sm,CO,2122SOC01_blue_sm,8,in_stock,dynamic,8
2122SOC01_blue_md,CO,2122SOC01_blue_md,12,in_stock,dynamic,12
2122SOC01_blue_lg,CO,2122SOC01_blue_lg,10,in_stock,dynamic,10
3007SAC03_purple_sm,CO,3007SAC03_purple_sm,10,in_stock,dynamic,10
3007SAC03_purple_md,CO,3007SAC03_purple_md,9,in_stock,dynamic,9
3007SAC03_purple_lg,CO,3007SAC03_purple_lg,12,in_stock,dynamic,12
3007SBC03_purple_sm,CO,3007SBC03_purple_sm,7,in_stock,dynamic,7
3007SBC03_purple_md,CO,3007SBC03_purple_md,6,in_stock,dynamic,6
3007SBC03_purple_lg,CO,3007SBC03_purple_lg,2,in_stock,dynamic,2
3007SCC03_purple_sm,CO,3007SCC03_purple_sm,4,in_stock,dynamic,4
3007SCC03_purple_md,CO,3007SCC03_purple_md,9,in_stock,dynamic,9
3007SCC03_purple_lg,CO,3007SCC03_purple_lg,2,in_stock,dynamic,2
3007SDC03_purple_sm,CO,3007SDC03_purple_sm,1,in_stock,dynamic,1
3007SDC03_purple_md,CO,3007SDC03_purple_md,10,in_stock,dynamic,10
3007SDC03_purple_lg,CO,3007SDC03_purple_lg,12,in_stock,dynamic,12
3007SAC04_red_sm,CO,3007SAC04_red_sm,8,in_stock,dynamic,8
3007SAC04_red_md,CO,3007SAC04_red_md,5,in_stock,dynamic,5
3007SAC04_red_lg,CO,3007SAC04_red_lg,3,in_stock,dynamic,3
3007SBC04_red_sm,CO,3007SBC04_red_sm,1,in_stock,dynamic,1
3007SBC04_red_md,CO,3007SBC04_red_md,8,in_stock,dynamic,8
3007SBC04_red_lg,CO,3007SBC04_red_lg,12,in_stock,dynamic,12
3007SCC04_red_sm,CO,3007SCC04_red_sm,10,in_stock,dynamic,10
3007SCC04_red_md,CO,3007SCC04_red_md,10,in_stock,dynamic,10
3007SCC04_red_lg,CO,3007SCC04_red_lg,9,in_stock,dynamic,9
3007SDC04_red_sm,CO,3007SDC04_red_sm,12,in_stock,dynamic,12
3007SDC04_red_md,CO,3007SDC04_red_md,7,in_stock,dynamic,7
3007SDC04_red_lg,CO,3007SDC04_red_lg,6,in_stock,dynamic,6
2062SBC03_blue_sm,CO,2062SBC03_blue_sm,2,in_stock,dynamic,2
2062SBC03_blue_md,CO,2062SBC03_blue_md,4,in_stock,dynamic,4
2062SBC03_blue_lg,CO,2062SBC03_blue_lg,9,in_stock,dynamic,9
2062SCC03_blue_sm,CO,2062SCC03_blue_sm,2,in_stock,dynamic,2
2062SCC03_blue_md,CO,2062SCC03_blue_md,1,in_stock,dynamic,1
2062SCC03_blue_lg,CO,2062SCC03_blue_lg,10,in_stock,dynamic,10
2041SAC01_wine_sm,CO,2041SAC01_wine_sm,12,in_stock,dynamic,12
2041SAC01_wine_md,CO,2041SAC01_wine_md,8,in_stock,dynamic,8
2041SAC01_wine_lg,CO,2041SAC01_wine_lg,5,in_stock,dynamic,5
2041SBC01_wine_sm,CO,2041SBC01_wine_sm,3,in_stock,dynamic,3
2041SBC01_wine_md,CO,2041SBC01_wine_md,1,in_stock,dynamic,1
2041SBC01_wine_lg,CO,2041SBC01_wine_lg,8,in_stock,dynamic,8
3007SBC05_blue_sm,CO,3007SBC05_blue_sm,12,in_stock,dynamic,12
3007SBC05_blue_md,CO,3007SBC05_blue_md,10,in_stock,dynamic,10
3007SBC05_blue_lg,CO,3007SBC05_blue_lg,10,in_stock,dynamic,10
3007SCC05_blue_sm,CO,3007SCC05_blue_sm,9,in_stock,dynamic,9
3007SCC05_blue_md,CO,3007SCC05_blue_md,12,in_stock,dynamic,12
3007SCC05_blue_lg,CO,3007SCC05_blue_lg,7,in_stock,dynamic,7
2119SOH01_purple_sm,CO,2119SOH01_purple_sm,6,in_stock,dynamic,6
2119SOH01_purple_md,CO,2119SOH01_purple_md,2,in_stock,dynamic,2
2119SOH01_purple_lg,CO,2119SOH01_purple_lg,4,in_stock,dynamic,4
2119SOR01_purple_sm,CO,2119SOR01_purple_sm,9,in_stock,dynamic,9
2119SOR01_purple_md,CO,2119SOR01_purple_md,2,in_stock,dynamic,2
2119SOR01_purple_lg,CO,2119SOR01_purple_lg,1,in_stock,dynamic,1
3050SOH01_blue_sm,CO,3050SOH01_blue_sm,10,in_stock,dynamic,10
3050SOH01_blue_md,CO,3050SOH01_blue_md,12,in_stock,dynamic,12
3050SOH01_blue_lg,CO,3050SOH01_blue_lg,8,in_stock,dynamic,8
3050SOR01_blue_sm,CO,3050SOR01_blue_sm,5,in_stock,dynamic,5
3050SOR01_blue_md,CO,3050SOR01_blue_md,3,in_stock,dynamic,3
3050SOR01_blue_lg,CO,3050SOR01_blue_lg,1,in_stock,dynamic,1
2130SCC01_blue_sm,CO,2130SCC01_blue_sm,8,in_stock,dynamic,8
2130SCC01_blue_md,CO,2130SCC01_blue_md,12,in_stock,dynamic,12
2130SCC01_blue_lg,CO,2130SCC01_blue_lg,10,in_stock,dynamic,10
