lv1_code,inventory.1.inventory_source,inventory.1.sku,inventory.1.qty,inventory.1.stock_availability,inventory.1.style,inventory.1.available_qty
1378CPA01_purple_sm,CO,1378CPA01_purple_sm,22,in_stock,dynamic,22
1378CPA01_purple_md,CO,1378CPA01_purple_md,3,in_stock,dynamic,3
1378CPA01_purple_lg,CO,1378CPA01_purple_lg,8,in_stock,dynamic,8
1426CSH01_purple_sm,CO,1426CSH01_purple_sm,12,in_stock,dynamic,12
1426CSH01_purple_md,CO,1426CSH01_purple_md,8,in_stock,dynamic,8
1426CSH01_purple_lg,CO,1426CSH01_purple_lg,5,in_stock,dynamic,5
1463CLD01_purple_sm,CO,1463CLD01_purple_sm,4,in_stock,dynamic,4
1463CLD01_purple_md,CO,1463CLD01_purple_md,23,in_stock,dynamic,23
1463CLD01_purple_lg,CO,1463CLD01_purple_lg,2,in_stock,dynamic,2
1420CSD01_purple_sm,CO,1420CSD01_purple_sm,5,in_stock,dynamic,5
1420CSD01_purple_md,CO,1420CSD01_purple_md,4,in_stock,dynamic,4
1420CSD01_purple_lg,CO,1420CSD01_purple_lg,7,in_stock,dynamic,7
1465CRO01_purple_sm,CO,1465CRO01_purple_sm,9,in_stock,dynamic,9
1465CRO01_purple_md,CO,1465CRO01_purple_md,15,in_stock,dynamic,15
1465CRO01_purple_lg,CO,1465CRO01_purple_lg,20,in_stock,dynamic,20
1422CSD02_wine_sm,CO,1422CSD02_wine_sm,10,in_stock,dynamic,10
1422CSD02_wine_md,CO,1422CSD02_wine_md,9,in_stock,dynamic,9
1422CSD02_wine_lg,CO,1422CSD02_wine_lg,6,in_stock,dynamic,6
3046SHN01_wine_sm,CO,3046SHN01_wine_sm,4,in_stock,dynamic,4
3046SHN01_wine_md,CO,3046SHN01_wine_md,7,in_stock,dynamic,7
3046SHN01_wine_lg,CO,3046SHN01_wine_lg,11,in_stock,dynamic,11
3046SHN01_wine_xl,CO,3046SHN01_wine_xl,22,in_stock,dynamic,22
2113SFT01_red_sm,CO,2113SFT01_red_sm,3,in_stock,dynamic,3
2113SFT01_red_md,CO,2113SFT01_red_md,8,in_stock,dynamic,8
2113SFT01_red_lg,CO,2113SFT01_red_lg,12,in_stock,dynamic,12
2113SFT01_red_xl,CO,2113SFT01_red_xl,8,in_stock,dynamic,8
3045SFT01_wine_sm,CO,3045SFT01_wine_sm,5,in_stock,dynamic,5
3045SFT01_wine_md,CO,3045SFT01_wine_md,4,in_stock,dynamic,4
3045SFT01_wine_lg,CO,3045SFT01_wine_lg,23,in_stock,dynamic,23
3045SFT01_wine_xl,CO,3045SFT01_wine_xl,2,in_stock,dynamic,2
2112SFA01_red_sm,CO,2112SFA01_red_sm,5,in_stock,dynamic,5
2112SFA01_red_md,CO,2112SFA01_red_md,4,in_stock,dynamic,4
2112SFA01_red_lg,CO,2112SFA01_red_lg,7,in_stock,dynamic,7
2112SFA01_red_xl,CO,2112SFA01_red_xl,9,in_stock,dynamic,9
2115SSE01_wine_sm,CO,2115SSE01_wine_sm,15,in_stock,dynamic,15
2115SSE01_wine_md,CO,2115SSE01_wine_md,20,in_stock,dynamic,20
2115SSE01_wine_lg,CO,2115SSE01_wine_lg,10,in_stock,dynamic,10
2115SSE01_wine_xl,CO,2115SSE01_wine_xl,9,in_stock,dynamic,9
3047SFH01_red_sm,CO,3047SFH01_red_sm,6,in_stock,dynamic,6
3047SFH01_red_md,CO,3047SFH01_red_md,4,in_stock,dynamic,4
3047SFH01_red_lg,CO,3047SFH01_red_lg,7,in_stock,dynamic,7
3047SFH01_red_xl,CO,3047SFH01_red_xl,11,in_stock,dynamic,11
2117SSP01_wine_sm,CO,2117SSP01_wine_sm,22,in_stock,dynamic,22
2117SSP01_wine_md,CO,2117SSP01_wine_md,3,in_stock,dynamic,3
2117SSP01_wine_lg,CO,2117SSP01_wine_lg,8,in_stock,dynamic,8
2117SSP01_wine_xl,CO,2117SSP01_wine_xl,12,in_stock,dynamic,12
3049SFA01_red_sm,CO,3049SFA01_red_sm,8,in_stock,dynamic,8
3049SFA01_red_md,CO,3049SFA01_red_md,5,in_stock,dynamic,5
3049SFA01_red_lg,CO,3049SFA01_red_lg,4,in_stock,dynamic,4
3049SFA01_red_xl,CO,3049SFA01_red_xl,23,in_stock,dynamic,23
3054SFA01_blue_sm,CO,3054SFA01_blue_sm,2,in_stock,dynamic,2
3054SFA01_blue_md,CO,3054SFA01_blue_md,5,in_stock,dynamic,5
3054SFA01_blue_lg,CO,3054SFA01_blue_lg,4,in_stock,dynamic,4
3054SFA01_blue_xl,CO,3054SFA01_blue_xl,7,in_stock,dynamic,7
1520SFH01_blue_sm,CO,1520SFH01_blue_sm,9,in_stock,dynamic,9
1520SFH01_blue_md,CO,1520SFH01_blue_md,15,in_stock,dynamic,15
1520SFH01_blue_lg,CO,1520SFH01_blue_lg,20,in_stock,dynamic,20
1520SFH01_blue_xl,CO,1520SFH01_blue_xl,10,in_stock,dynamic,10
3053SFA01_blue_sm,CO,3053SFA01_blue_sm,9,in_stock,dynamic,9
3053SFA01_blue_md,CO,3053SFA01_blue_md,6,in_stock,dynamic,6
3053SFA01_blue_lg,CO,3053SFA01_blue_lg,4,in_stock,dynamic,4
3053SFA01_blue_xl,CO,3053SFA01_blue_xl,7,in_stock,dynamic,7
2121SHN01_blue_sm,CO,2121SHN01_blue_sm,11,in_stock,dynamic,11
2121SHN01_blue_md,CO,2121SHN01_blue_md,22,in_stock,dynamic,22
2121SHN01_blue_lg,CO,2121SHN01_blue_lg,3,in_stock,dynamic,3
2121SHN01_blue_xl,CO,2121SHN01_blue_xl,8,in_stock,dynamic,8
1929SFA02_blue_sm,CO,1929SFA02_blue_sm,12,in_stock,dynamic,12
1929SFA02_blue_md,CO,1929SFA02_blue_md,8,in_stock,dynamic,8
1929SFA02_blue_lg,CO,1929SFA02_blue_lg,5,in_stock,dynamic,5
1929SFA02_blue_xl,CO,1929SFA02_blue_xl,4,in_stock,dynamic,4
2033SUN01_blue_sm,CO,2033SUN01_blue_sm,23,in_stock,dynamic,23
2033SUN01_blue_md,CO,2033SUN01_blue_md,2,in_stock,dynamic,2
2033SUN01_blue_lg,CO,2033SUN01_blue_lg,5,in_stock,dynamic,5
2033SUN01_blue_xl,CO,2033SUN01_blue_xl,4,in_stock,dynamic,4
2113SFT02_blue_sm,CO,2113SFT02_blue_sm,7,in_stock,dynamic,7
2113SFT02_blue_md,CO,2113SFT02_blue_md,9,in_stock,dynamic,9
2113SFT02_blue_lg,CO,2113SFT02_blue_lg,15,in_stock,dynamic,15
2113SFT02_blue_xl,CO,2113SFT02_blue_xl,20,in_stock,dynamic,20
2125SSP01_blue_sm,CO,2125SSP01_blue_sm,10,in_stock,dynamic,10
2125SSP01_blue_md,CO,2125SSP01_blue_md,9,in_stock,dynamic,9
2125SSP01_blue_lg,CO,2125SSP01_blue_lg,6,in_stock,dynamic,6
2125SSP01_blue_xl,CO,2125SSP01_blue_xl,4,in_stock,dynamic,4
2128SFA01_blue_sm,CO,2128SFA01_blue_sm,7,in_stock,dynamic,7
2128SFA01_blue_md,CO,2128SFA01_blue_md,11,in_stock,dynamic,11
2128SFA01_blue_lg,CO,2128SFA01_blue_lg,22,in_stock,dynamic,22
2128SFA01_blue_xl,CO,2128SFA01_blue_xl,3,in_stock,dynamic,3
2129SBA01_blue_sm,CO,2129SBA01_blue_sm,8,in_stock,dynamic,8
2129SBA01_blue_md,CO,2129SBA01_blue_md,12,in_stock,dynamic,12
2129SBA01_blue_lg,CO,2129SBA01_blue_lg,8,in_stock,dynamic,8
2129SBA01_blue_xl,CO,2129SBA01_blue_xl,5,in_stock,dynamic,5
2127SFH01_blue_sm,CO,2127SFH01_blue_sm,4,in_stock,dynamic,4
2127SFH01_blue_md,CO,2127SFH01_blue_md,23,in_stock,dynamic,23
2127SFH01_blue_lg,CO,2127SFH01_blue_lg,2,in_stock,dynamic,2
2127SFH01_blue_xl,CO,2127SFH01_blue_xl,5,in_stock,dynamic,5
3049SFA02_blue_sm,CO,3049SFA02_blue_sm,4,in_stock,dynamic,4
3049SFA02_blue_md,CO,3049SFA02_blue_md,7,in_stock,dynamic,7
3049SFA02_blue_lg,CO,3049SFA02_blue_lg,9,in_stock,dynamic,9
3049SFA02_blue_xl,CO,3049SFA02_blue_xl,15,in_stock,dynamic,15
3051SSE01_blue_sm,CO,3051SSE01_blue_sm,20,in_stock,dynamic,20
3051SSE01_blue_md,CO,3051SSE01_blue_md,10,in_stock,dynamic,10
3051SSE01_blue_lg,CO,3051SSE01_blue_lg,9,in_stock,dynamic,9
3051SSE01_blue_xl,CO,3051SSE01_blue_xl,6,in_stock,dynamic,6
3048SUN01_red_sm,CO,3048SUN01_red_sm,4,in_stock,dynamic,4
3048SUN01_red_md,CO,3048SUN01_red_md,7,in_stock,dynamic,7
3048SUN01_red_lg,CO,3048SUN01_red_lg,11,in_stock,dynamic,11
3048SUN01_red_xl,CO,3048SUN01_red_xl,22,in_stock,dynamic,22
3012SFH02_wine_sm,CO,3012SFH02_wine_sm,3,in_stock,dynamic,3
3012SFH02_wine_md,CO,3012SFH02_wine_md,8,in_stock,dynamic,8
3012SFH02_wine_lg,CO,3012SFH02_wine_lg,12,in_stock,dynamic,12
3012SFH02_wine_xl,CO,3012SFH02_wine_xl,8,in_stock,dynamic,8
2021SFA02_wine_sm,CO,2021SFA02_wine_sm,5,in_stock,dynamic,5
2021SFA02_wine_md,CO,2021SFA02_wine_md,4,in_stock,dynamic,4
2021SFA02_wine_lg,CO,2021SFA02_wine_lg,23,in_stock,dynamic,23
2021SFA02_wine_xl,CO,2021SFA02_wine_xl,2,in_stock,dynamic,2
1916SFH02_wine_sm,CO,1916SFH02_wine_sm,5,in_stock,dynamic,5
1916SFH02_wine_md,CO,1916SFH02_wine_md,4,in_stock,dynamic,4
1916SFH02_wine_lg,CO,1916SFH02_wine_lg,7,in_stock,dynamic,7
1916SFH02_wine_xl,CO,1916SFH02_wine_xl,9,in_stock,dynamic,9
2123SRA01_blue_sm,CO,2123SRA01_blue_sm,15,in_stock,dynamic,15
2123SRA01_blue_md,CO,2123SRA01_blue_md,20,in_stock,dynamic,20
2123SRA01_blue_lg,CO,2123SRA01_blue_lg,10,in_stock,dynamic,10
2118SSF01_wine_sm,CO,2118SSF01_wine_sm,9,in_stock,dynamic,9
2118SSF01_wine_md,CO,2118SSF01_wine_md,6,in_stock,dynamic,6
2118SSF01_wine_lg,CO,2118SSF01_wine_lg,4,in_stock,dynamic,4
1045TRS01_blue_sm,CO,1045TRS01_blue_sm,5,in_stock,dynamic,5
1045TRS01_blue_md,CO,1045TRS01_blue_md,7,in_stock,dynamic,7
1045TRS01_blue_lg,CO,1045TRS01_blue_lg,10,in_stock,dynamic,10
1045TRS01_blue_xl,CO,1045TRS01_blue_xl,3,in_stock,dynamic,3
1042TRS01_blue_sm,CO,1042TRS01_blue_sm,6,in_stock,dynamic,6
1042TRS01_blue_md,CO,1042TRS01_blue_md,8,in_stock,dynamic,8
1042TRS01_blue_lg,CO,1042TRS01_blue_lg,10,in_stock,dynamic,10
1042TRS01_blue_xl,CO,1042TRS01_blue_xl,3,in_stock,dynamic,3
1043TRS01_red_sm,CO,1043TRS01_red_sm,5,in_stock,dynamic,5
1043TRS01_red_md,CO,1043TRS01_red_md,1,in_stock,dynamic,1
1043TRS01_red_lg,CO,1043TRS01_red_lg,7,in_stock,dynamic,7
1043TRS01_red_xl,CO,1043TRS01_red_xl,9,in_stock,dynamic,9
1044TRS01_black_sm,CO,1044TRS01_black_sm,11,in_stock,dynamic,11
1044TRS01_black_md,CO,1044TRS01_black_md,23,in_stock,dynamic,23
1044TRS01_black_lg,CO,1044TRS01_black_lg,25,in_stock,dynamic,25
1044TRS01_black_xl,CO,1044TRS01_black_xl,9,in_stock,dynamic,9
1048TSS01_blue_sm,CO,1048TSS01_blue_sm,10,in_stock,dynamic,10
1048TSS01_blue_md,CO,1048TSS01_blue_md,1,in_stock,dynamic,1
1048TSS01_blue_lg,CO,1048TSS01_blue_lg,7,in_stock,dynamic,7
1048TSS01_blue_xl,CO,1048TSS01_blue_xl,9,in_stock,dynamic,9
1049TSS01_blue_sm,CO,1049TSS01_blue_sm,11,in_stock,dynamic,11
1049TSS01_blue_md,CO,1049TSS01_blue_md,23,in_stock,dynamic,23
1049TSS01_blue_lg,CO,1049TSS01_blue_lg,25,in_stock,dynamic,25
1049TSS01_blue_xl,CO,1049TSS01_blue_xl,9,in_stock,dynamic,9
1050TSS01_yellow_sm,CO,1050TSS01_yellow_sm,10,in_stock,dynamic,10
1050TSS01_yellow_md,CO,1050TSS01_yellow_md,1,in_stock,dynamic,1
1050TSS01_yellow_lg,CO,1050TSS01_yellow_lg,7,in_stock,dynamic,7
1050TSS01_yellow_xl,CO,1050TSS01_yellow_xl,9,in_stock,dynamic,9
1040TBS01_blue_sm,CO,1040TBS01_blue_sm,11,in_stock,dynamic,11
1040TBS01_blue_md,CO,1040TBS01_blue_md,23,in_stock,dynamic,23
1040TBS01_blue_lg,CO,1040TBS01_blue_lg,25,in_stock,dynamic,25
1040TBS01_blue_xl,CO,1040TBS01_blue_xl,9,in_stock,dynamic,9
1041TBS01_blue_sm,CO,1041TBS01_blue_sm,10,in_stock,dynamic,10
1041TBS01_blue_md,CO,1041TBS01_blue_md,1,in_stock,dynamic,1
1041TBS01_blue_lg,CO,1041TBS01_blue_lg,7,in_stock,dynamic,7
1041TBS01_blue_xl,CO,1041TBS01_blue_xl,9,in_stock,dynamic,9
1046TSF01_blue_sm,CO,1046TSF01_blue_sm,11,in_stock,dynamic,11
1046TSF01_blue_md,CO,1046TSF01_blue_md,23,in_stock,dynamic,23
1046TSF01_blue_lg,CO,1046TSF01_blue_lg,25,in_stock,dynamic,25
1046TSF01_blue_xl,CO,1046TSF01_blue_xl,9,in_stock,dynamic,9
1047TSF01_red_sm,CO,1047TSF01_red_sm,10,in_stock,dynamic,10
1047TSF01_red_md,CO,1047TSF01_red_md,1,in_stock,dynamic,1
1047TSF01_red_lg,CO,1047TSF01_red_lg,7,in_stock,dynamic,7
1047TSF01_red_xl,CO,1047TSF01_red_xl,9,in_stock,dynamic,9
1038TSL01_blue_sm,CO,1038TSL01_blue_sm,11,in_stock,dynamic,11
1038TSL01_blue_md,CO,1038TSL01_blue_md,23,in_stock,dynamic,23
1038TSL01_blue_lg,CO,1038TSL01_blue_lg,25,in_stock,dynamic,25
1038TSL01_blue_xl,CO,1038TSL01_blue_xl,9,in_stock,dynamic,9
1039TSL01_blue_sm,CO,1039TSL01_blue_sm,10,in_stock,dynamic,10
1039TSL01_blue_md,CO,1039TSL01_blue_md,3,in_stock,dynamic,3
1039TSL01_blue_lg,CO,1039TSL01_blue_lg,6,in_stock,dynamic,6
1039TSL01_blue_xl,CO,1039TSL01_blue_xl,9,in_stock,dynamic,9
